,Undifferentiated,Neutrophil,Monocyte,Baso,Erythroid,Mast,Meg,Eos,Ccr7_DC,Lymphoid,pDC
19404,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19405,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19406,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19407,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19408,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19447,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19448,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19449,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19450,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19451,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19452,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19453,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19454,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19455,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19456,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19457,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19458,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19459,6.0,20.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
19462,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19463,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19471,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19472,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19478,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19480,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19483,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19484,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19485,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19486,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19487,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19488,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19489,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19499,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19501,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19508,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19509,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19517,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19519,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19523,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19524,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19525,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19530,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19538,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19539,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19540,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19541,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19542,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19543,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19544,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19553,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19554,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19555,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19556,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19557,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19558,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19559,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19560,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19561,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19572,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19574,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19591,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19592,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19593,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19594,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19595,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19596,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19597,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19598,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19599,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19600,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19601,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19630,3.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
19633,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19634,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19635,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19636,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19637,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19638,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19643,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19645,6.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19646,6.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19647,6.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19662,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19665,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19666,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19667,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19668,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19685,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19686,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19694,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19696,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19697,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19698,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19705,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19707,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19708,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19711,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19712,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19713,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19714,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19715,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19729,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19741,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19742,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19743,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19744,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19745,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19746,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19747,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19748,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19751,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19752,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19753,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19754,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19755,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19765,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19766,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19767,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19769,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19770,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19776,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19792,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19793,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19794,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19795,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19796,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19797,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19798,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19799,2.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
19805,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19806,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19807,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19815,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19816,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19817,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19818,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19819,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19829,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19830,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19831,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19832,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19844,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19845,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19846,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19847,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19848,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19849,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19850,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19851,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19852,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19853,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19854,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19855,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19856,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19858,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19859,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19874,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19875,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19883,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19888,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19889,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19890,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19891,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19892,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19893,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19894,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19895,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19896,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19897,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19898,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19899,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19900,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19901,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19920,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19921,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19922,2.0,9.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
19924,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19925,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19926,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19927,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19928,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19929,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19930,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19931,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19932,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19941,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19942,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19943,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19944,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19945,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19946,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19947,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19948,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19949,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19950,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19961,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19962,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19963,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19964,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
19966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19968,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19969,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19973,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19980,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19993,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19994,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20005,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20006,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20009,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20010,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20011,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20012,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20013,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20014,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20024,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20025,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20026,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20027,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20028,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20029,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20042,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20044,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20045,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20046,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20047,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20048,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20049,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20050,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20051,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20052,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20053,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20092,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20093,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20099,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20101,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20113,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20120,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20142,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20143,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20144,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20145,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20146,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20147,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20148,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20149,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20150,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20165,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20169,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20172,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20173,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20177,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20178,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20179,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20180,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20181,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20182,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20183,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20184,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20185,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20186,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20187,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20188,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20250,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20251,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20252,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20253,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20254,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20255,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20256,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20257,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20258,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20259,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20260,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20261,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20262,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20263,6.0,23.0,4.0,18.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
20266,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20267,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
